sex,age_cat,race,priors_count,c_charge_degree,two_year_recid
Female,25 - 45,Caucasian,4,M,Not Recidivated
Female,Less than 25,African-American,0,F,Not Recidivated
Male,25 - 45,Caucasian,5,F,Recidivated
Male,25 - 45,Caucasian,0,F,Not Recidivated
Male,Greater than 45,African-American,3,F,Not Recidivated
Male,Less than 25,African-American,8,F,Recidivated
Male,25 - 45,African-American,4,F,Not Recidivated
Male,25 - 45,African-American,10,F,Recidivated
Female,25 - 45,African-American,4,F,Recidivated
Male,Greater than 45,African-American,2,M,Not Recidivated
Male,25 - 45,African-American,0,M,Not Recidivated
Male,Less than 25,African-American,0,M,Recidivated
Male,Greater than 45,African-American,22,F,Recidivated
Female,Greater than 45,Caucasian,3,F,Recidivated
Male,25 - 45,African-American,10,F,Recidivated
Male,Greater than 45,African-American,1,M,Not Recidivated
Male,Less than 25,African-American,1,F,Recidivated
Male,Less than 25,Caucasian,4,M,Recidivated
Female,25 - 45,Caucasian,2,F,Recidivated
Male,25 - 45,Caucasian,3,M,Recidivated
Male,Less than 25,African-American,1,F,Recidivated
Male,Less than 25,African-American,0,F,Not Recidivated
Male,Greater than 45,African-American,8,F,Recidivated
Male,25 - 45,African-American,5,F,Not Recidivated
Male,25 - 45,Caucasian,1,F,Not Recidivated
Female,25 - 45,African-American,0,M,Recidivated
Male,25 - 45,Caucasian,1,F,Recidivated
Male,25 - 45,African-American,8,M,Not Recidivated
Male,Greater than 45,African-American,5,F,Recidivated
Female,25 - 45,African-American,0,M,Not Recidivated
Male,Less than 25,Caucasian,2,F,Not Recidivated
Male,25 - 45,Caucasian,4,F,Not Recidivated
Male,Greater than 45,African-American,21,F,Not Recidivated
Male,Less than 25,Caucasian,4,F,Not Recidivated
Male,25 - 45,Caucasian,1,F,Recidivated
Male,Less than 25,Caucasian,0,M,Not Recidivated
Male,25 - 45,African-American,6,M,Not Recidivated
Male,25 - 45,African-American,9,F,Recidivated
Male,Greater than 45,African-American,15,M,Not Recidivated
Male,25 - 45,African-American,1,M,Not Recidivated
Male,Greater than 45,African-American,10,F,Recidivated
Male,Less than 25,African-American,2,F,Not Recidivated
Female,25 - 45,African-American,5,F,Recidivated
Female,25 - 45,Caucasian,2,F,Recidivated
Male,25 - 45,Caucasian,5,F,Not Recidivated
Male,25 - 45,Caucasian,2,M,Not Recidivated
Male,25 - 45,African-American,4,F,Recidivated
Male,25 - 45,Caucasian,1,F,Not Recidivated
Male,Greater than 45,Caucasian,0,F,Not Recidivated
Male,Greater than 45,Caucasian,1,M,Not Recidivated
Female,25 - 45,Caucasian,1,F,Recidivated
Male,25 - 45,Caucasian,4,F,Not Recidivated
Male,Less than 25,African-American,3,M,Recidivated
Male,Less than 25,Caucasian,1,M,Not Recidivated
Male,25 - 45,African-American,18,F,Recidivated
Male,25 - 45,African-American,1,M,Recidivated
Female,25 - 45,African-American,7,F,Recidivated
Male,25 - 45,African-American,20,F,Not Recidivated
Female,25 - 45,African-American,1,M,Not Recidivated
Male,25 - 45,African-American,16,F,Recidivated
Male,25 - 45,Caucasian,1,M,Recidivated
Male,Greater than 45,Caucasian,7,F,Not Recidivated
Male,25 - 45,African-American,1,F,Not Recidivated
Male,Greater than 45,African-American,0,F,Recidivated
Male,25 - 45,African-American,2,F,Not Recidivated
Female,Greater than 45,Caucasian,0,F,Not Recidivated
Male,Greater than 45,Caucasian,7,M,Not Recidivated
Female,25 - 45,African-American,0,M,Not Recidivated
Male,Less than 25,Caucasian,3,F,Not Recidivated
Male,25 - 45,African-American,11,F,Recidivated
Male,25 - 45,African-American,2,F,Recidivated
Male,Less than 25,African-American,0,F,Not Recidivated
Male,25 - 45,African-American,5,M,Recidivated
Male,25 - 45,African-American,1,F,Recidivated
Male,25 - 45,African-American,17,F,Recidivated
Female,25 - 45,Caucasian,0,F,Not Recidivated
Male,Greater than 45,Caucasian,0,M,Not Recidivated
Female,Less than 25,African-American,0,F,Not Recidivated
Male,25 - 45,African-American,4,F,Recidivated
Male,25 - 45,African-American,12,M,Recidivated
Male,Less than 25,African-American,0,M,Recidivated
Male,Greater than 45,Caucasian,1,M,Recidivated
Male,Less than 25,Caucasian,0,M,Not Recidivated
Female,Greater than 45,African-American,2,F,Not Recidivated
Male,Less than 25,African-American,0,F,Recidivated
Male,25 - 45,African-American,14,F,Not Recidivated
Male,25 - 45,African-American,1,F,Not Recidivated
Female,25 - 45,African-American,3,F,Not Recidivated
Male,25 - 45,African-American,16,F,Recidivated
Female,25 - 45,Caucasian,1,M,Not Recidivated
Male,Less than 25,African-American,0,F,Recidivated
Male,Less than 25,Caucasian,0,M,Recidivated
Male,Less than 25,Caucasian,1,M,Not Recidivated
Male,25 - 45,African-American,7,M,Not Recidivated
Male,25 - 45,African-American,0,F,Not Recidivated
Male,25 - 45,Caucasian,0,F,Not Recidivated
Male,25 - 45,African-American,1,F,Not Recidivated
Male,25 - 45,African-American,22,F,Recidivated
Male,Less than 25,African-American,0,M,Recidivated
Male,25 - 45,African-American,9,F,Recidivated
Male,25 - 45,African-American,2,F,Not Recidivated
Male,25 - 45,African-American,1,F,Not Recidivated
Male,25 - 45,African-American,7,F,Not Recidivated
Female,Greater than 45,Caucasian,2,F,Not Recidivated
Female,25 - 45,Caucasian,0,M,Not Recidivated
Male,25 - 45,Caucasian,6,F,Recidivated
Male,25 - 45,African-American,2,F,Recidivated
Male,25 - 45,Caucasian,1,M,Not Recidivated
Male,25 - 45,African-American,2,M,Not Recidivated
Male,25 - 45,African-American,6,F,Recidivated
Male,Less than 25,African-American,2,F,Recidivated
Male,Greater than 45,African-American,29,F,Recidivated
Female,25 - 45,African-American,23,M,Recidivated
Male,25 - 45,African-American,3,F,Recidivated
Male,25 - 45,African-American,1,F,Recidivated
Male,Less than 25,African-American,2,F,Recidivated
Male,Greater than 45,African-American,5,F,Not Recidivated
Male,25 - 45,Caucasian,0,M,Not Recidivated
Female,Greater than 45,Caucasian,6,F,Not Recidivated
Male,Greater than 45,African-American,16,F,Recidivated
Male,Greater than 45,Caucasian,2,M,Not Recidivated
Male,25 - 45,Caucasian,0,M,Not Recidivated
Female,25 - 45,African-American,2,M,Not Recidivated
Female,Less than 25,Caucasian,4,F,Recidivated
Male,25 - 45,Caucasian,3,F,Recidivated
Male,Less than 25,Caucasian,1,F,Not Recidivated
Male,Less than 25,Caucasian,1,F,Recidivated
Female,25 - 45,African-American,0,F,Not Recidivated
Male,25 - 45,African-American,10,F,Recidivated
Male,25 - 45,Caucasian,0,M,Not Recidivated
Male,Less than 25,African-American,0,F,Recidivated
Male,25 - 45,African-American,9,F,Not Recidivated
Male,25 - 45,African-American,5,M,Not Recidivated
Female,Less than 25,African-American,0,F,Not Recidivated
Female,Greater than 45,African-American,0,F,Recidivated
Female,Less than 25,African-American,0,M,Recidivated
Male,Greater than 45,Caucasian,0,F,Not Recidivated
Male,Greater than 45,African-American,2,M,Not Recidivated
Male,Less than 25,African-American,2,F,Recidivated
Male,25 - 45,Caucasian,1,F,Not Recidivated
Female,Greater than 45,Caucasian,0,F,Not Recidivated
Male,Less than 25,Caucasian,0,M,Not Recidivated
Male,25 - 45,Caucasian,10,F,Recidivated
Female,25 - 45,African-American,5,F,Recidivated
Male,Less than 25,African-American,4,F,Recidivated
Female,25 - 45,Caucasian,3,F,Recidivated
Female,Less than 25,Caucasian,0,F,Not Recidivated
Male,25 - 45,Caucasian,1,M,Recidivated
Male,Greater than 45,Caucasian,9,F,Recidivated
Male,25 - 45,African-American,4,F,Recidivated
Male,25 - 45,Caucasian,2,F,Not Recidivated
Male,Less than 25,Caucasian,1,F,Recidivated
Male,Greater than 45,Caucasian,0,F,Not Recidivated
Male,25 - 45,African-American,0,M,Not Recidivated
Male,25 - 45,African-American,6,F,Recidivated
Female,Less than 25,African-American,2,F,Recidivated
Female,Less than 25,African-American,7,F,Not Recidivated
Male,25 - 45,Caucasian,0,M,Not Recidivated
Female,Less than 25,Caucasian,1,M,Not Recidivated
Male,Greater than 45,Caucasian,1,F,Not Recidivated
Female,25 - 45,Caucasian,0,F,Not Recidivated
Male,25 - 45,African-American,13,F,Recidivated
Male,25 - 45,African-American,27,M,Recidivated
Male,Greater than 45,Caucasian,2,F,Not Recidivated
Male,25 - 45,Caucasian,0,F,Not Recidivated
Male,Less than 25,African-American,0,M,Not Recidivated
Female,25 - 45,African-American,9,M,Recidivated
Male,Greater than 45,Caucasian,3,F,Not Recidivated
Male,Less than 25,Caucasian,1,F,Not Recidivated
Male,Greater than 45,African-American,3,F,Recidivated
Male,25 - 45,Caucasian,0,M,Recidivated
Male,25 - 45,African-American,6,F,Recidivated
Male,25 - 45,African-American,6,M,Not Recidivated
Male,25 - 45,African-American,0,M,Not Recidivated
Male,Greater than 45,Caucasian,3,M,Not Recidivated
Female,25 - 45,African-American,1,M,Not Recidivated
Female,25 - 45,Caucasian,3,F,Recidivated
Male,Less than 25,African-American,0,F,Not Recidivated
Male,Less than 25,Caucasian,1,F,Recidivated
Female,25 - 45,African-American,0,M,Not Recidivated
Male,25 - 45,African-American,2,F,Not Recidivated
Male,Less than 25,Caucasian,0,F,Not Recidivated
Male,Greater than 45,African-American,4,F,Not Recidivated
Male,Less than 25,Caucasian,4,M,Recidivated
Male,25 - 45,African-American,2,F,Not Recidivated
Male,25 - 45,African-American,0,F,Not Recidivated
Male,Less than 25,African-American,5,F,Recidivated
Male,Less than 25,African-American,0,M,Recidivated
Male,Less than 25,African-American,0,F,Not Recidivated
Male,25 - 45,African-American,2,M,Not Recidivated
Female,25 - 45,African-American,0,M,Not Recidivated
Male,25 - 45,African-American,2,F,Not Recidivated
Male,25 - 45,Caucasian,1,M,Not Recidivated
Male,Less than 25,African-American,1,F,Recidivated
Female,25 - 45,African-American,0,F,Recidivated
Male,Less than 25,African-American,0,F,Not Recidivated
Female,Less than 25,Caucasian,7,M,Not Recidivated
Male,25 - 45,African-American,6,F,Recidivated
Female,Less than 25,African-American,1,F,Not Recidivated
Male,25 - 45,African-American,8,F,Recidivated
Male,25 - 45,African-American,2,F,Recidivated
Male,25 - 45,Caucasian,0,M,Not Recidivated
Male,Less than 25,African-American,8,F,Recidivated
Female,Greater than 45,Caucasian,0,M,Not Recidivated
Male,Less than 25,Caucasian,1,F,Recidivated
Male,Less than 25,African-American,0,M,Not Recidivated
Female,Greater than 45,African-American,0,F,Not Recidivated
Female,25 - 45,African-American,0,F,Recidivated
Male,25 - 45,Caucasian,0,M,Not Recidivated
Female,Less than 25,African-American,1,M,Not Recidivated
Male,Less than 25,African-American,2,F,Recidivated
Male,Less than 25,African-American,0,F,Recidivated
Male,Less than 25,Caucasian,0,F,Not Recidivated
Male,25 - 45,African-American,3,M,Not Recidivated
Male,Greater than 45,African-American,12,F,Recidivated
Male,Less than 25,African-American,1,F,Recidivated
Male,25 - 45,African-American,1,F,Not Recidivated
Male,Less than 25,African-American,2,M,Recidivated
Male,25 - 45,African-American,4,F,Recidivated
Male,25 - 45,African-American,11,F,Recidivated
Male,Less than 25,African-American,0,F,Not Recidivated
Female,Less than 25,African-American,1,F,Recidivated
Male,25 - 45,African-American,3,F,Recidivated
Male,25 - 45,African-American,6,F,Recidivated
Male,25 - 45,African-American,4,M,Recidivated
Male,25 - 45,Caucasian,6,F,Recidivated
Male,Greater than 45,Caucasian,0,F,Not Recidivated
Male,25 - 45,Caucasian,0,M,Not Recidivated
Male,25 - 45,African-American,4,M,Not Recidivated
Male,Less than 25,African-American,3,F,Recidivated
Male,Greater than 45,Caucasian,0,M,Recidivated
Male,25 - 45,African-American,0,F,Recidivated
Male,25 - 45,African-American,0,F,Not Recidivated
Male,Less than 25,Caucasian,6,F,Recidivated
Male,25 - 45,African-American,11,M,Not Recidivated
Male,25 - 45,African-American,2,M,Not Recidivated
Male,Greater than 45,Caucasian,0,M,Not Recidivated
Male,25 - 45,African-American,7,F,Recidivated
Female,Less than 25,African-American,0,F,Recidivated
Male,Greater than 45,African-American,2,M,Not Recidivated
Male,25 - 45,African-American,2,F,Recidivated
Male,Greater than 45,Caucasian,27,M,Not Recidivated
Male,25 - 45,Caucasian,0,F,Recidivated
Male,25 - 45,Caucasian,1,M,Not Recidivated
Male,25 - 45,African-American,0,F,Not Recidivated
Male,25 - 45,African-American,2,F,Recidivated
Male,25 - 45,African-American,8,F,Not Recidivated
Female,25 - 45,African-American,5,F,Recidivated
Female,25 - 45,African-American,2,F,Recidivated
Male,25 - 45,African-American,2,F,Recidivated
Male,25 - 45,African-American,2,M,Not Recidivated
Male,25 - 45,Caucasian,6,M,Recidivated
Male,Greater than 45,African-American,20,F,Not Recidivated
Male,25 - 45,Caucasian,0,F,Not Recidivated
Male,Greater than 45,Caucasian,0,F,Not Recidivated
Male,25 - 45,Caucasian,1,M,Recidivated
Male,Greater than 45,Caucasian,0,F,Not Recidivated
Male,25 - 45,African-American,2,M,Not Recidivated
Female,Greater than 45,African-American,3,F,Not Recidivated
Male,Greater than 45,African-American,0,F,Not Recidivated
Female,25 - 45,Caucasian,0,M,Not Recidivated
Male,25 - 45,African-American,10,F,Recidivated
Male,Greater than 45,African-American,0,M,Not Recidivated
Male,25 - 45,Caucasian,1,F,Recidivated
Female,Greater than 45,African-American,0,F,Recidivated
Male,Greater than 45,African-American,1,M,Recidivated
Male,Less than 25,African-American,2,F,Recidivated
Male,Greater than 45,African-American,4,F,Recidivated
Male,Greater than 45,Caucasian,3,F,Not Recidivated
Male,25 - 45,African-American,15,F,Not Recidivated
Male,Less than 25,African-American,8,F,Recidivated
Male,25 - 45,Caucasian,2,F,Not Recidivated
Male,25 - 45,African-American,1,M,Recidivated
Male,25 - 45,African-American,9,M,Recidivated
Male,25 - 45,African-American,6,F,Not Recidivated
Male,25 - 45,African-American,1,M,Not Recidivated
Male,Greater than 45,African-American,12,M,Not Recidivated
Male,Greater than 45,African-American,0,M,Recidivated
Male,25 - 45,African-American,3,F,Recidivated
Male,Less than 25,Caucasian,1,F,Recidivated
Female,Greater than 45,Caucasian,0,M,Not Recidivated
Male,25 - 45,African-American,7,F,Recidivated
Female,Less than 25,African-American,0,F,Not Recidivated
Male,25 - 45,African-American,8,F,Not Recidivated
Male,25 - 45,African-American,9,F,Not Recidivated
Male,25 - 45,African-American,1,M,Not Recidivated
Male,25 - 45,African-American,1,F,Not Recidivated
Male,25 - 45,African-American,5,F,Recidivated
Female,25 - 45,Caucasian,10,F,Recidivated
Female,25 - 45,African-American,0,M,Recidivated
Male,25 - 45,African-American,5,F,Recidivated
Male,Less than 25,Caucasian,2,M,Recidivated
Male,Greater than 45,African-American,7,F,Recidivated
Male,Less than 25,African-American,2,F,Recidivated
Male,25 - 45,African-American,11,F,Recidivated
Male,Less than 25,Caucasian,4,M,Recidivated
Male,25 - 45,African-American,1,M,Not Recidivated
Male,25 - 45,Caucasian,1,M,Not Recidivated
Male,25 - 45,African-American,0,M,Not Recidivated
Female,Greater than 45,Caucasian,0,M,Recidivated
Male,25 - 45,African-American,1,M,Not Recidivated
Female,25 - 45,African-American,4,F,Not Recidivated
Male,25 - 45,African-American,4,F,Recidivated
Male,25 - 45,Caucasian,0,F,Recidivated
Male,Greater than 45,African-American,0,M,Not Recidivated
Male,25 - 45,African-American,14,F,Recidivated
Male,25 - 45,African-American,5,F,Recidivated
Male,Less than 25,African-American,15,F,Recidivated
Male,Greater than 45,Caucasian,0,M,Not Recidivated
Female,25 - 45,African-American,15,F,Recidivated
Male,25 - 45,Caucasian,0,F,Recidivated
Male,Less than 25,Caucasian,0,F,Recidivated
Male,25 - 45,African-American,10,F,Not Recidivated
Male,25 - 45,Caucasian,2,F,Not Recidivated
Male,25 - 45,Caucasian,0,F,Not Recidivated
Male,Less than 25,African-American,1,F,Recidivated
Male,25 - 45,African-American,0,F,Not Recidivated
Male,Greater than 45,African-American,4,F,Recidivated
Female,Less than 25,African-American,0,M,Not Recidivated
Female,25 - 45,African-American,0,M,Not Recidivated
Female,Less than 25,African-American,2,F,Not Recidivated
Male,Less than 25,Caucasian,1,F,Not Recidivated
Male,Greater than 45,African-American,12,M,Recidivated
Female,25 - 45,African-American,2,F,Recidivated
Male,Greater than 45,Caucasian,5,F,Recidivated
Male,25 - 45,African-American,13,F,Recidivated
Female,Greater than 45,Caucasian,0,F,Not Recidivated
Male,Less than 25,African-American,0,M,Not Recidivated
Male,Less than 25,African-American,0,F,Recidivated
Male,25 - 45,African-American,5,M,Recidivated
Female,25 - 45,Caucasian,1,M,Not Recidivated
Female,25 - 45,African-American,2,F,Recidivated
Male,Less than 25,African-American,1,F,Recidivated
Male,Less than 25,African-American,3,F,Recidivated
Male,Less than 25,African-American,0,F,Not Recidivated
Male,25 - 45,Caucasian,8,F,Not Recidivated
Female,Less than 25,African-American,0,M,Recidivated
Male,Less than 25,Caucasian,0,M,Not Recidivated
Female,25 - 45,Caucasian,0,F,Recidivated
Male,Less than 25,African-American,0,M,Not Recidivated
Male,25 - 45,African-American,5,M,Not Recidivated
Male,Less than 25,Caucasian,0,M,Recidivated
Male,Less than 25,African-American,0,F,Not Recidivated
Male,25 - 45,Caucasian,1,F,Recidivated
Male,25 - 45,African-American,9,F,Recidivated
Male,Less than 25,African-American,0,F,Recidivated
Female,Less than 25,African-American,2,F,Recidivated
Female,Less than 25,African-American,0,F,Not Recidivated
Male,Less than 25,African-American,3,F,Recidivated
Male,25 - 45,Caucasian,0,F,Not Recidivated
Male,Less than 25,Caucasian,0,F,Not Recidivated
Male,25 - 45,African-American,6,M,Recidivated
Male,Less than 25,African-American,0,F,Recidivated
Male,Greater than 45,Caucasian,0,F,Not Recidivated
Female,25 - 45,African-American,7,F,Recidivated
Female,Greater than 45,African-American,0,F,Not Recidivated
Male,25 - 45,African-American,9,M,Recidivated
Male,Greater than 45,African-American,7,M,Recidivated
Female,Greater than 45,African-American,2,M,Recidivated
Male,25 - 45,African-American,6,F,Recidivated
Female,Greater than 45,Caucasian,0,F,Not Recidivated
Male,25 - 45,Caucasian,0,M,Recidivated
Male,Less than 25,African-American,0,M,Recidivated
Male,Less than 25,Caucasian,0,F,Recidivated
Male,Greater than 45,Caucasian,0,F,Not Recidivated
Male,25 - 45,Caucasian,5,F,Recidivated
Female,25 - 45,African-American,1,F,Not Recidivated
Male,Greater than 45,African-American,1,F,Not Recidivated
Male,Greater than 45,African-American,13,M,Not Recidivated
Female,25 - 45,African-American,6,F,Not Recidivated
Male,25 - 45,African-American,0,F,Not Recidivated
Female,25 - 45,Caucasian,2,F,Recidivated
